Turi	5000	Definitely endangered
Thompson	335	Severely endangered
Chimila	900	Severely endangered
Chepya	2000	Definitely endangered
Island Chumash	0	Extinct
Warnang	1100	Severely endangered
Vilela	0	Extinct
Jinuo	12000	Definitely endangered
Ata	2000	Critically endangered
Central Náhuatl	395581	Vulnerable
Nez Perce	20	Critically endangered
Lacandón	563	Critically endangered
Mebengokre	7266	Vulnerable
Kari'ña (French Guyana)	2000	Definitely endangered
Chairel	0	Extinct
Kangjia	300	Severely endangered
Gong	80	Severely endangered
Rio Grande Keresan	6685	Definitely endangered
Maring	22000	Vulnerable
Helong	9000	Severely endangered
Mingrelian	350000	Definitely endangered
Akkala Saami	0	Extinct
Seke	500	Vulnerable
Mulao	100	Severely endangered
Chácobo	550	Definitely endangered
Negidal	147	Critically endangered
Vilela	0	Extinct
Western Popoloc	516	Severely endangered
Tilapa Otomí	292	Severely endangered
Orejón	200	Severely endangered
Quechua of Santiago del Estero	80000	Definitely endangered
Yanyuwa	70	Severely endangered
Kapingamarangi	3000	Severely endangered
Krongo	21688	Definitely endangered
Mono (Western)	40	Critically endangered
San Mateo del Mar Huave	12667	Vulnerable
Taba	10000	Vulnerable
Tubatulabal	3	Critically endangered
Quechua of Ayacucho	850000	Definitely endangered
Piru	0	Extinct
Kodeoha	1000	Vulnerable
Kumyk	458121	Vulnerable
Tenharim	350	Severely endangered
Angami	132000	Vulnerable
Dogrib	1675	Vulnerable
Namuyi	5000	Vulnerable
Miami-Illinois	0	Extinct
Maung	200	Vulnerable
Mor	25	Severely endangered
Ixtenco Otomí	461	Severely endangered
Yimchungru	92000	Vulnerable
Bikaru	100	Severely endangered
Bayso	2000	Definitely endangered
Duguza	2000	Definitely endangered
Nganasan	505	Severely endangered
Chuj (Mexico)	1771	Critically endangered
Bussa	6624	Vulnerable
Papora	0	Extinct
Kinikinau	11	Critically endangered
Araweté	339	Vulnerable
Limbu	300000	Definitely endangered
Ninam (Brazil)	466	Vulnerable
Kwisi	0	Extinct
Mlahso (Turkey)	0	Extinct
Massalat	10	Critically endangered
Laro	40000	Definitely endangered
Kulun	0	Extinct
Mancagne	26450	Vulnerable
Alabama	275	Definitely endangered
Sorbian	19500	Definitely endangered
Micmac (Canada)	6850	Vulnerable
Ubykh (Turkey)	0	Extinct
Awyi	350	Vulnerable
Sioux	25000	Vulnerable
Quichua (Cañar and Azuay)	90000	Severely endangered
Wanka Quechua	35000	Severely endangered
Hoti	10	Critically endangered
Kati	18700	Definitely endangered
Kendeje	1859	Definitely endangered
Ongamo	200	Critically endangered
Thakali	6441	Vulnerable
Kinikinau	11	Critically endangered
Ineseño	0	Extinct
Quichua (Loja)	45000	Severely endangered
Seri	518	Vulnerable
Nguon	2000	Vulnerable
Khamnigan Mongol	2000	Definitely endangered
Eastern Cuicatec	1641	Vulnerable
Paakantyi	4	Critically endangered
Karajarri	10	Critically endangered
Karelian (Tver)	10000	Definitely endangered
Tamki	500	Critically endangered
Damal	5000	Vulnerable
Bubia	600	Severely endangered
Ndai	5	Critically endangered
Hupda (Colombia)	1500	Definitely endangered
Dargwa	503523	Vulnerable
Pasi	1000	Definitely endangered
Aruá	12	Severely endangered
Naka'ela	0	Extinct
Tupari	150	Definitely endangered
Phunoi	37311	Vulnerable
Kota	2000	Critically endangered
Gura	3000	Severely endangered
Katla	14208	Definitely endangered
Badaga	134514	Definitely endangered
Dampel	1	Critically endangered
Alawa	22	Critically endangered
Poyanawa	2	Critically endangered
Wiradjuri	30	Critically endangered
Khowar	222800	Vulnerable
Moselle Franconian	390000	Vulnerable
Huichol	35724	Vulnerable
Harakmbut	1206	Definitely endangered
Lake Miwok	3	Critically endangered
Laemae	15000	Severely endangered
Quichua (Imbabura)	50000	Definitely endangered
Matipu	10	Critically endangered
Mariupolitan Greek	20000	Severely endangered
Bardi	30	Severely endangered
Karipuna	10	Definitely endangered
Gallo-Sicilian	65000	Definitely endangered
Shor	6210	Severely endangered
Okanagan	130	Definitely endangered
Zazaki	2000000	Vulnerable
Ter Saami	10	Critically endangered
Ingalik	14	Critically endangered
Guarayu	5000	Definitely endangered
Aivilingmiutut	1245	Vulnerable
Moksela	0	Extinct
Atacameño	0	Extinct
Ava-Canoeiro	16	Critically endangered
Parji	51216	Critically endangered
Wauja	321	Vulnerable
Gascon	250000	Definitely endangered
N|uu	8	Critically endangered
Kuvi	300000	Definitely endangered
Amblong	150	Definitely endangered
Zapotec of the Southern mountains, northeast	849	Definitely endangered
Lishan Didan (Iran)	0	Extinct
Kwama	15000	Vulnerable
Leco	20	Critically endangered
Alabat Island Agta	30	Critically endangered
Somm	80	Definitely endangered
Pacahuara	18	Critically endangered
Alune	12000	Vulnerable
Bepour	57	Severely endangered
Trio (Suriname)	1000	Vulnerable
Lower Northwestern Otomí	6509	Vulnerable
Chamorro	62500	Vulnerable
Tanimbili	50	Severely endangered
Juk	15000	Definitely endangered
Akhvakh	5793	Definitely endangered
Gaagudju	0	Extinct
Dahalo	400	Severely endangered
Arbanasi	500	Severely endangered
Maring	22000	Vulnerable
Vedda	300	Definitely endangered
Bubia	600	Severely endangered
Suret	240000	Definitely endangered
Seri	518	Vulnerable
Sentilese	50	Critically endangered
Saryg Yugur	4600	Severely endangered
Talodi	1500	Critically endangered
Tektitek	1144	Definitely endangered
Yeyi	20000	Definitely endangered
Munichi	8	Critically endangered
Southern Tujia	10000	Severely endangered
Matipu	10	Critically endangered
Baleasang	3000	Definitely endangered
Tennet	4000	Vulnerable
Cabécar	7622	Vulnerable
Yudja	362	Vulnerable
Bokar	5000	Vulnerable
Sarwa	2000	Definitely endangered
Jaunsari	114733	Definitely endangered
Mo'ang (China)	5000	Definitely endangered
Hualapai	1000	Vulnerable
Chorotega	16	Critically endangered
Chimané	5300	Vulnerable
Mru	40000	Severely endangered
Arrernte	2000	Vulnerable
Purisimeño	0	Extinct
Udege	40	Critically endangered
Dongotono	6219	Vulnerable
Cheyenne (Montana)	1700	Definitely endangered
Chɨlɨng	1314	Definitely endangered
Siraiya	0	Extinct
Palikur (Brazil)	1300	Vulnerable
Naskapi	525	Vulnerable
Gadang	2500	Definitely endangered
Southern Altay	50000	Definitely endangered
Mang (Viet Nam)	2300	Definitely endangered
Cappadocian Greek (Turkey)	0	Extinct
Wambule	4471	Vulnerable
Karbi	420000	Vulnerable
Southeastern Pomo	0	Extinct
Pisaflores Tepehua	2578	Vulnerable
Majhi	24664	Severely endangered
Ngwaba	10000	Severely endangered
Kuruáya	2	Critically endangered
Chawte	200	Definitely endangered
Gupapuyngu	300	Vulnerable
Maslam	723	Severely endangered
Shingsaba	4000	Vulnerable
Bainouk-Gunyaamolo	5635	Vulnerable
Mixtec of Santa Inés de Zaragoza	775	Definitely endangered
Plains Cree	20933	Vulnerable
Múra	0	Extinct
Olultecan	60	Severely endangered
Northern Straits Salish	65	Critically endangered
Luiseño	5	Critically endangered
Konkow	3	Critically endangered
Western Mazahua	27037	Definitely endangered
Khalaj	42100	Vulnerable
Nguon	2000	Vulnerable
Cobiana	400	Critically endangered
Dol-po	9000	Definitely endangered
Mopán (Belize)	8980	Severely endangered
Yimchungru	92000	Vulnerable
Northeastern Pomo	0	Extinct
Tamahaq (Algeria)	120000	Vulnerable
Mang (Viet Nam)	2300	Definitely endangered
Pemon (Brazil)	500	Vulnerable
Shoshoni (Idaho)	2000	Severely endangered
Chokri	84000	Vulnerable
Anuki	542	Definitely endangered
Rikbaktsa	900	Severely endangered
River Guarijío	617	Vulnerable
Kiksht	7	Critically endangered
Dimbong	140	Critically endangered
Culle	0	Extinct
Nyamal	20	Severely endangered
Holikachuk	5	Critically endangered
Biak	30000	Vulnerable
Soqotri	50000	Severely endangered
Voh-Koné dialects	878	Definitely endangered
Ñandeva Guarani	10000	Vulnerable
Central Sierra Miwok	3	Critically endangered
Kului	170770	Definitely endangered
Caddo	25	Critically endangered
Waotededo	2000	Vulnerable
Cashibo-Cacataibo	1800	Definitely endangered
Kurux (India)	1751489	Vulnerable
Tobian	22	Critically endangered
Naueti	1000	Vulnerable
Pijao	0	Extinct
Moraori	50	Severely endangered
Semelai	2500	Severely endangered
Koasati (Texas)	450	Definitely endangered
Yakkha	14648	Critically endangered
Choctaw (Louisiana)	9500	Vulnerable
Pukapukan	840	Definitely endangered
Cayuse	0	Extinct
North Slavey	720	Definitely endangered
Munsee (Canada)	10	Critically endangered
Lisela	9000	Vulnerable
Choctaw (Louisiana)	9500	Vulnerable
Khoirao	20000	Vulnerable
Inuinnaqtun	890	Definitely endangered
Voh-Koné dialects	878	Definitely endangered
Awakatek (Mexico)	3	Critically endangered
Chihuahua Lower Pima	159	Definitely endangered
Bunuba	40	Severely endangered
Rikbaktsa	900	Severely endangered
Ulithian	3000	Severely endangered
Teanu	600	Definitely endangered
Lacandón	563	Critically endangered
Asur	7000	Definitely endangered
Bom	20	Severely endangered
Gorap	1000	Definitely endangered
Upper Tanana (United States of America)	55	Critically endangered
Achumawi	10	Critically endangered
Gawar-Bati	9500	Definitely endangered
Pite Saami	20	Critically endangered
Ute (Colorado, Southern Ute)	100	Severely endangered
Mao	81000	Vulnerable
Paumarí	290	Severely endangered
Dolgan	4865	Definitely endangered
Kurux (Bangladesh)	65000	Vulnerable
Nambiquara do Sul	721	Vulnerable
Erzya	400000	Definitely endangered
Tundra Nenets	30000	Definitely endangered
Apurinã	2000	Definitely endangered
Sanglechi	2500	Severely endangered
Tambotalo	50	Severely endangered
Guatuso	300	Severely endangered
Taje	350	Critically endangered
Dhaiso	5000	Definitely endangered
Mixtec of San Pedro Tidaá	384	Severely endangered
Tanana	15	Critically endangered
Eliri	0	Severely endangered
Arapaho (Wyoming)	1000	Severely endangered
Kangdi	1700000	Definitely endangered
Western Chocho	70	Severely endangered
Pukobyê	494	Vulnerable
Kuna (Colombia)	876	Severely endangered
K'emant	1500	Severely endangered
Kwazá	25	Critically endangered
West Frisian	350000	Vulnerable
Bishuo	1	Critically endangered
Mochica	0	Extinct
Uru	1	Extinct
Shira Yugur	3000	Severely endangered
Athpahariya	2000	Definitely endangered
Southern Ayta	150	Critically endangered
Yurats	0	Extinct
Kanowit	100	Severely endangered
Bishnupriya Manipuri Creole	72899	Vulnerable
Dusner	20	Critically endangered
Mang (Viet Nam)	2300	Definitely endangered
Tamzabit	150000	Vulnerable
Faetar	600	Definitely endangered
Anindilyakwa	2000	Vulnerable
Muot	10000	Critically endangered
Tuscarora (United States of America)	3	Critically endangered
Tirahi	100	Critically endangered
Waiwai (Brazil)	2916	Vulnerable
Thavung (Laos)	1000	Definitely endangered
North Alaskan Inupiaq (North Slope)	2144	Severely endangered
Maslam	723	Severely endangered
Plautdietsch	300000	Definitely endangered
Apalai	317	Vulnerable
Filomeno Mata Totonac	11710	Vulnerable
Mandaic	300	Critically endangered
Burji	7000	Vulnerable
Wintu-Nomlaki	1	Critically endangered
Awjila	3000	Severely endangered
Baga Kalem	0	Extinct
Cocama-Cocamilla (Peru)	1000	Severely endangered
Simi	104000	Vulnerable
Ticuna	35000	Definitely endangered
Cobiana	400	Critically endangered
Lakon	700	Vulnerable
Orang Hulu	10000	Definitely endangered
Paiter	1000	Vulnerable
Guernsey French	1327	Severely endangered
Khaling	9288	Definitely endangered
Northern East Cree	6870	Vulnerable
Nafi	100	Severely endangered
Mwesen	15	Critically endangered
Seri	518	Vulnerable
Kendeje	1859	Definitely endangered
Siglitun	230	Severely endangered
Taulil	800	Vulnerable
Kom	5000	Definitely endangered
Quechua of Cajatambo, Pasco and northern Junín	40000	Severely endangered
Khunsari	21000	Definitely endangered
Cashinahua (Brazil)	6000	Vulnerable
Wambule	4471	Vulnerable
Motocintlec	141	Critically endangered
Piru	0	Extinct
Potawatomi (Kansas)	50	Critically endangered
Kokota	200	Vulnerable
Sowa	10	Critically endangered
Soo	100	Critically endangered
Tamazight (Arzew)	2000	Critically endangered
Koroni	400	Definitely endangered
Tambotalo	50	Severely endangered
Nyenkha	10000	Vulnerable
Sáliba	2000	Severely endangered
Mandan	10	Critically endangered
Karipuna	10	Definitely endangered
Bohtan Neo-Aramaic	1000	Severely endangered
Island Carib	0	Extinct
Ritharrngu	66	Definitely endangered
Hértevin	1000	Critically endangered
Samatao	100	Critically endangered
Bosilewa	250	Vulnerable
Morokodo	3400	Severely endangered
Upper Umpqua	0	Extinct
Fania	1100	Severely endangered
Meithei	1250000	Vulnerable
Wichita	10	Critically endangered
Cha'palaa	4000	Definitely endangered
Lai	3000	Definitely endangered
Phula (Viet Nam)	9046	Definitely endangered
Gafat	0	Extinct
Rahambuu	4000	Vulnerable
Kanela Rankokamekra	1337	Vulnerable
Guajajara	14000	Vulnerable
Rangkas	0	Extinct
Qawasqar	20	Critically endangered
Tabasco Náhuatl	434	Critically endangered
Tobati	80	Severely endangered
Neku	221	Severely endangered
Saek	25000	Definitely endangered
Yaghnobi	20000	Definitely endangered
Garífuna (Guatemala)	3564	Vulnerable
Mzieme	29000	Vulnerable
Ligurian	1000000	Definitely endangered
Kilit	0	Extinct
Nakkara	50	Severely endangered
Padam	20000	Vulnerable
Komi	217316	Definitely endangered
Han (United States of America)	12	Critically endangered
Kuna (Colombia)	876	Severely endangered
Mangarrayi	6	Critically endangered
Legenyem	300	Vulnerable
Ocaina (Peru)	150	Critically endangered
Kickapoo (Mexico)	144	Critically endangered
Nyamal	20	Severely endangered
Aka	4000	Definitely endangered
Erzya	400000	Definitely endangered
Tamki	500	Critically endangered
Yawarana	300	Severely endangered
Orok	64	Critically endangered
Ubykh (Turkey)	0	Extinct
Southeastern Tarahumara	5406	Vulnerable
Tembé	60	Severely endangered
Arho	10	Critically endangered
Ko	2683	Critically endangered
Siona  Secoya (Peru)	450	Definitely endangered
Dumi	8	Critically endangered
Juma	5	Critically endangered
Palumata	0	Extinct
Chontal Tabasco	36514	Severely endangered
Ottawa (Michigan)	459	Critically endangered
Warekena (Venezuela)	500	Severely endangered
Gajerrong	2	Critically endangered
Birgid	0	Extinct
Meriam Mir	160	Definitely endangered
Mam (Guatemala)	477717	Vulnerable
Wari	150	Definitely endangered
Paiter	1000	Vulnerable
Miami-Illinois	0	Extinct
Kulfa	2200	Definitely endangered
Ashtiani	21000	Definitely endangered
Koneraw	200	Vulnerable
Kodagu	166187	Definitely endangered
Maleng	4000	Definitely endangered
Archi	524	Definitely endangered
Turoyo	50000	Severely endangered
Kaningara	327	Vulnerable
Abkhaz	125000	Vulnerable
Chácobo	550	Definitely endangered
Chamicuro	8	Critically endangered
Moose Cree	405	Vulnerable
Khövsgöl Uryangkhay	10	Critically endangered
Taulil	800	Vulnerable
Naiki	10000	Critically endangered
Awyi	350	Vulnerable
Transylvanian Saxon	50000	Severely endangered
Beeke	1000	Severely endangered
Sipakapense	5687	Definitely endangered
Bagupi	60	Definitely endangered
Kanashi	1500	Definitely endangered
Malmariv	150	Vulnerable
Northern Popoloc	8597	Vulnerable
Highland Mazatec	33859	Vulnerable
Palumata	0	Extinct
Gavião do Pará	476	Vulnerable
Talu	10000	Vulnerable
Máku	0	Extinct
Mehináku	200	Vulnerable
Kaingang	18500	Definitely endangered
Yami	2700	Vulnerable
Bishnupriya Manipuri Creole	72899	Vulnerable
Naman	5	Critically endangered
White Gelao (China)	1200	Severely endangered
Tillamook	0	Extinct
Meithei	1250000	Vulnerable
Andoke	597	Severely endangered
Juhur (Caucasus)	3016	Definitely endangered
Scots	1500000	Vulnerable
Miriwoong	50	Critically endangered
Nootka	185	Severely endangered
North Saami	30000	Definitely endangered
Desano (Brazil)	600	Definitely endangered
Kohi	2641	Vulnerable
Straits Salish	180	Severely endangered
Ch'orti' (Guatemala)	11734	Definitely endangered
Xakriabá	0	Extinct
Bina	0	Extinct
Latgalian	150000	Vulnerable
Niviar	5	Critically endangered
Han (United States of America)	12	Critically endangered
Central Kalapuyan	0	Extinct
Phalura	8600	Definitely endangered
Zo'é	177	Vulnerable
Ketangalan	0	Extinct
Tawahka	500	Severely endangered
Hijuk	400	Critically endangered
Senggi	100	Vulnerable
Ghale	28989	Vulnerable
Baga Manduri	4000	Definitely endangered
Bangani	12000	Critically endangered
Sakurabiat	25	Severely endangered
Lude	3000	Severely endangered
Western Tlapanec	549	Vulnerable
Ozomatlán Totonac	1276	Critically endangered
Shoshoni (Idaho)	2000	Severely endangered
Loke Tibetan	0	Definitely endangered
Kolami	121855	Definitely endangered
Kapori	35	Critically endangered
Lokono (Suriname)	1000	Severely endangered
Kurux (Nepal)	28615	Vulnerable
Taushiro	1	Critically endangered
Akum	600	Critically endangered
Ersu	15000	Definitely endangered
Boro	19878	Definitely endangered
Vehes	100	Severely endangered
Kumāle	6533	Severely endangered
Nila (Seram Island)	1800	Definitely endangered
Yaminahua (Brazil)	600	Vulnerable
Dongotono	6219	Vulnerable
Arabela	50	Severely endangered
Gagauz (Maritime)	400	Severely endangered
Tsakhur	25000	Definitely endangered
Wancho	49000	Vulnerable
Namuyi	5000	Vulnerable
Brokkat	300	Definitely endangered
Burushaski	87000	Vulnerable
Kalispel	5	Critically endangered
Löyöp	250	Vulnerable
Mra	350	Critically endangered
Mok (Myanmar, Thailand)	30000	Definitely endangered
Mo-peng	0	Extinct
Leco	20	Critically endangered
Chru	12000	Vulnerable
Banjima	50	Severely endangered
Tamang	1196639	Vulnerable
Ona	0	Extinct
Northern Tepehuán	6802	Definitely endangered
Jorá	0	Critically endangered
Comanche	100	Severely endangered
Maung	200	Vulnerable
Khaccaḍ Bhoṭe	0	Definitely endangered
Bella Coola	50	Critically endangered
Thakali	6441	Vulnerable
Koryak	2000	Severely endangered
Jirel	4919	Definitely endangered
Kanakanabu	20	Critically endangered
Maiya	220000	Vulnerable
Chamalal	12000	Definitely endangered
Mudburra	48	Severely endangered
Coptic	0	Extinct
Dhurga	0	Critically endangered
Hmar	50000	Vulnerable
Akhvakh	5793	Definitely endangered
Apiaká	1	Critically endangered
O'odham (Akimel)	15000	Definitely endangered
Hidatsa	200	Definitely endangered
Mussau-Emira	3651	Definitely endangered
Achuar	2500	Definitely endangered
Ishkashimi	1000	Severely endangered
Nila (Nila Island)	0	Extinct
Western Popoloc	516	Severely endangered
Caquinte Campa	250	Definitely endangered
Vilamovian	70	Severely endangered
Tipai (Mexico)	184	Severely endangered
Koyukon	150	Critically endangered
Rongpo	8000	Vulnerable
Old Prussian	0	Extinct
Mawak	31	Critically endangered
Bathari	300	Critically endangered
Old Sirenik	0	Extinct
El Hugeirat	1000	Severely endangered
Ingush	405343	Vulnerable
Red Gelao (China)	400	Critically endangered
Bribri (Panama)	2521	Severely endangered
Pauwi	100	Vulnerable
Quechua of Southern Bolivia	2300000	Vulnerable
Gongduk	1000	Vulnerable
Tawahka	500	Severely endangered
Goundo	30	Critically endangered
Piaroa (Colombia)	800	Definitely endangered
Bongo	10084	Definitely endangered
Warekena (Brazil)	20	Critically endangered
Utsat	3700	Definitely endangered
Eyak	0	Extinct
Juang	23000	Definitely endangered
Ayautla Mazatec	3192	Vulnerable
Katxuyana-Xikuyána	150	Vulnerable
Bulgebi	50	Definitely endangered
Che Wong	200	Definitely endangered
Buryat (Cis-Baikal)	50000	Severely endangered
Khampti	13000	Vulnerable
Patwin	1	Critically endangered
Upper Kuskokwim	25	Critically endangered
Mudburra	48	Severely endangered
Siona / Secoya (Ecuador)	600	Severely endangered
Laro	40000	Definitely endangered
Gadang	2500	Definitely endangered
Tingal	8000	Definitely endangered
Yawalapiti	10	Critically endangered
Ixil (Mexico)	64	Critically endangered
Tamang	1196639	Vulnerable
Brokshat	3000	Definitely endangered
Gardiol	340	Severely endangered
Gününa Küne	0	Extinct
Kurtjar	0	Extinct
Sechelt	15	Critically endangered
Gitksan	710	Severely endangered
Western Mansi	0	Extinct
Sinkiang Dagur	4000	Definitely endangered
Karaim (Western Ukraine)	6	Critically endangered
Natsilingmiutut	1455	Vulnerable
Evenki (Manchuria)	4000	Severely endangered
Onondaga (New York)	10	Critically endangered
Ongota	8	Critically endangered
Loun	20	Critically endangered
Sach	1000	Definitely endangered
Liliali	0	Extinct
Sepa	200	Vulnerable
Guernsey French	1327	Severely endangered
Wali	487	Critically endangered
Chilchotla Mazatec	20585	Vulnerable
!Gan!ne	0	Extinct
A'ingae / Cofan (Ecuador)	700	Definitely endangered
Totoró	4	Critically endangered
Sicilian	5000000	Vulnerable
Chorote Iyojwa'ja	800	Severely endangered
Ghomara	100	Critically endangered
Susuami	10	Critically endangered
Sioux	25000	Vulnerable
Mlomp	500	Critically endangered
Hermit	20	Critically endangered
Central Pomo	3	Critically endangered
Nyishi	170000	Vulnerable
Imeraguen	534	Definitely endangered
Karelian (Tver)	10000	Definitely endangered
Jamamadí	800	Vulnerable
Mayoruna (Brazil)	1500	Vulnerable
Argobba	8000	Critically endangered
Gutob	40000	Vulnerable
Savi	3000	Definitely endangered
South Slavey	920	Definitely endangered
Chawte	200	Definitely endangered
Araweté	339	Vulnerable
Saaroa	1500	Critically endangered
Jinuo	12000	Definitely endangered
Kulung	18686	Vulnerable
Gondi	2713790	Vulnerable
Kuvi	300000	Definitely endangered
Anus	70	Severely endangered
Sahaptin	100	Severely endangered
Western Apache	6000	Definitely endangered
Arta	0	Extinct
Tofanma	90	Vulnerable
Tharkarri	2	Critically endangered
Berti	0	Extinct
Southern East Cree	4455	Vulnerable
Terena	19000	Severely endangered
Defaka	200	Critically endangered
Phunoi	37311	Vulnerable
Rio Grande Keresan	6685	Definitely endangered
Kaxarari	300	Critically endangered
Hadza	975	Vulnerable
Laghu	0	Extinct
Phula (Viet Nam)	9046	Definitely endangered
Waru	300	Definitely endangered
Pech	900	Severely endangered
Ngangikurunggurr	60	Severely endangered
Byangsi	1734	Definitely endangered
Natanzi	7000	Severely endangered
White Gelao (China)	1200	Severely endangered
Kowiai	600	Vulnerable
Dameli	5500	Severely endangered
Siwi	15000	Definitely endangered
Tangam	100	Critically endangered
Buryat (Trans-Baikal)	300000	Definitely endangered
Konkow	3	Critically endangered
Bumthang	30000	Vulnerable
Nocte	33000	Vulnerable
Pareci	1000	Definitely endangered
Musan	75	Severely endangered
Wunambal	5	Critically endangered
Machineri (Bolivia)	140	Severely endangered
Siriano (Brazil)	71	Vulnerable
Dagur (Amur)	400	Critically endangered
Wik Ngencherr	30	Severely endangered
Ch'orti' (Honduras)	10	Critically endangered
Gao	550	Vulnerable
Resian	1000	Definitely endangered
Chepang	36807	Vulnerable
Wardaman	24	Severely endangered
Southern Tiwa (Sandia Pueblo)	1600	Definitely endangered
Tamazight (Arzew)	2000	Critically endangered
Atacameño	0	Extinct
Taulil	800	Vulnerable
Voh-Koné dialects	878	Definitely endangered
Baníwa do Içana	5811	Vulnerable
Wajãpi	905	Vulnerable
Motuo Menba	9000	Definitely endangered
Qawasqar	20	Critically endangered
Nila (Seram Island)	1800	Definitely endangered
Abaga	5	Critically endangered
K'iche' (Mexico)	226	Definitely endangered
Zapotec of Asunción Tlacolulita	53	Critically endangered
As	230	Vulnerable
Miju	6700	Vulnerable
Ainu (Hokkaido)	15	Critically endangered
Dhaiso	5000	Definitely endangered
Deori	28000	Definitely endangered
U	3000	Definitely endangered
Seward Peninsula Inupiaq (Big Diomede Island)	0	Extinct
Chulym Turk	35	Critically endangered
Pech	900	Severely endangered
Hmar	50000	Vulnerable
Samatao	100	Critically endangered
Kheng	40000	Vulnerable
Aka	4000	Definitely endangered
Tidikelt	30000	Critically endangered
Waunana (Panama)	6882	Severely endangered
Kurru	300000	Definitely endangered
Cashinahua (Brazil)	6000	Vulnerable
Ngäbere (Panama)	169130	Vulnerable
Tarpia	300	Severely endangered
Auye	350	Vulnerable
Yurok	12	Critically endangered
Southern Tiwa (Sandia Pueblo)	1600	Definitely endangered
Chatino of Zacatepec	453	Definitely endangered
Taikat	500	Definitely endangered
Paumarí	290	Severely endangered
Tamahaq (Algeria)	120000	Vulnerable
Carapana (Colombia)	60	Definitely endangered
Kaqchikel (Guatemala)	444954	Vulnerable
Itonama	5	Critically endangered
Wagiman	11	Severely endangered
Klallam	2	Critically endangered
Paite	50000	Vulnerable
Lhota	170000	Vulnerable
Picuris	225	Vulnerable
Kurripako (Colombia, Venezuela)	10000	Definitely endangered
Huasteca Náhuatl	463183	Vulnerable
Voh-Koné dialects	878	Definitely endangered
Campidanese	900000	Definitely endangered
Menik	3375	Definitely endangered
Bahing	2765	Definitely endangered
Embera (Panama)	22485	Vulnerable
Turi	5000	Definitely endangered
Alawa	22	Critically endangered
Guanche	0	Extinct
Gamilaraay	5	Critically endangered
Wayana (Suriname)	1500	Vulnerable
Choctaw (Oklahoma)	9500	Vulnerable
Caquinte Campa	250	Definitely endangered
Nguon	2000	Vulnerable
Mon	800000	Vulnerable
Bagvalal	5000	Definitely endangered
Tobian	22	Critically endangered
Juhur (Caucasus)	3016	Definitely endangered
Texistepecan	250	Severely endangered
Zenatiya	50000	Critically endangered
Ñandeva Guarani	10000	Vulnerable
Raute	518	Severely endangered
Sipakapense	5687	Definitely endangered
Buryat (Cis-Baikal)	50000	Severely endangered
Karagash	7000	Definitely endangered
Ts'amay	8621	Definitely endangered
Namonuito	944	Severely endangered
Rapa	400	Severely endangered
Western Tarahumara	9196	Vulnerable
Wangkumara	0	Critically endangered
Shabo	450	Severely endangered
Oroch	100	Critically endangered
Guarasu	2	Critically endangered
Hermit	20	Critically endangered
Tayal	10000	Vulnerable
Western Mazatec	6639	Vulnerable
Laz	130000	Definitely endangered
Siona / Secoya (Colombia)	500	Critically endangered
Tillamook	0	Extinct
Mòcheno	1000	Definitely endangered
Southwestern Tlapanec	23	Vulnerable
Chipaya	1050	Definitely endangered
Koke	600	Severely endangered
Haisla	110	Critically endangered
Karata	6574	Definitely endangered
Kuna (Panama)	61703	Vulnerable
Achi'	82640	Vulnerable
Northern Paiute (Oregon)	300	Critically endangered
Banjima	50	Severely endangered
Ske	30	Severely endangered
Animere	700	Critically endangered
Panamahka	9000	Vulnerable
Emae	200	Vulnerable
Sei	0	Extinct
Phalok	0	Extinct
Sirionó	400	Severely endangered
Cholon	0	Extinct
Bezhta	6461	Definitely endangered
Ofayé	12	Critically endangered
Tamang	1196639	Vulnerable
Tingal	8000	Definitely endangered
Tlahuica	405	Severely endangered
Yem	81613	Vulnerable
Isthmus Náhuatl	26632	Vulnerable
Krenjê	0	Extinct
Catawba	0	Extinct
Halkomelem	375	Severely endangered
Satawal	458	Severely endangered
Koke	600	Severely endangered
Wuse	30000	Vulnerable
Ainu (Kuril)	0	Extinct
Zhaba	7000	Vulnerable
Rangkas	0	Extinct
Besme	1228	Severely endangered
Tahltan	60	Critically endangered
Shawnee	100	Severely endangered
Lengilu	4	Critically endangered
Bororo	1390	Definitely endangered
Jaunsari	114733	Definitely endangered
Kryz	10000	Severely endangered
Dargwa	503523	Vulnerable
Northern Tujia	60000	Severely endangered
Malmariv	150	Vulnerable
Chontal Tabasco	36514	Severely endangered
Kumzari	1700	Severely endangered
Turi	5000	Definitely endangered
Chokri	84000	Vulnerable
Tinan	2000	Definitely endangered
Mopán (Guatemala)	2455	Severely endangered
Western Mazatec	6639	Vulnerable
Poyanawa	2	Critically endangered
Tagin	30000	Vulnerable
Holikachuk	5	Critically endangered
Baníwa do Içana	5811	Vulnerable
Dagur (Nonni)	100000	Definitely endangered
Konyak	248000	Vulnerable
Matanvat	10	Critically endangered
Mahasui	496024	Definitely endangered
Khalaj	42100	Vulnerable
Eastern Tlapanec	3088	Vulnerable
Taiap	89	Severely endangered
Auye	350	Vulnerable
Mixtec of the southwest of Puebla	1074	Definitely endangered
Logudorese	400000	Definitely endangered
Eastern Mari	414211	Definitely endangered
Quechua of Ayacucho	850000	Definitely endangered
Mawé	6219	Vulnerable
Satawal	458	Severely endangered
Kickapoo (Oklahoma)	400	Severely endangered
Dair	1000	Severely endangered
Isu	800	Severely endangered
Karas	100	Severely endangered
